DOCULECT,GLOSS,IPA
Mombo,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",sɛm+ɛ
BonduSoNajamba,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",gay+e
Nanga,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",ga+a
Penange,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",sɛm+ɛ
PergeTegu,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",ga+a
TebulUre,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",ga
Tiranige,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",sɛm+ɔ
TogoKan,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",kɛj+ɛ
TommoSoTongoTongo,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",ga+a
TomoKanSegue,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",wɛl+ɛ
ToroTegu,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",cɛs+a
YandaDom,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",ga+a
YornoSo,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",kɛj+ɛ
YornoSo,"reap, cut (stems, e.g. harvesting rice or roselle) by slashing with a sickle",ga+a
BankanTey,"reap, cut off (millet grain spikes)",kɛs+ɛ
BenTey,"reap, cut off (millet grain spikes)",kɔs+u
DogulDomBendiely,"reap, cut off (millet grain spikes)",gɛl+ɛ
JamsayDouentza,"reap, cut off (millet grain spikes)",cɛj+ɛ
BonduSoNajamba,"reap, cut off (millet grain spikes)",kɛj+ɛ
Nanga,"reap, cut off (millet grain spikes)",kɛs+ɛ
TogoKan,"reap, cut off (millet grain spikes)",gɛr+ɛ
TommoSoTongoTongo,"reap, cut off (millet grain spikes)",kɛd+ɛ
ToroTegu,"reap, cut off (millet grain spikes)",kɔs+ɔ
YornoSo,"reap, cut off (millet grain spikes)",kɛj+ɛ
BankanTey,"make large pile of, pile up (harvested crop)",tɛɛg+a+ŋ
BenTey,"make large pile of, pile up (harvested crop)",tɛɛr+ɛ+tɛɛr+i
DogulDomKundialang,"make large pile of, pile up (harvested crop)",tw+aa+tuw+e
DonnoSo,"make large pile of, pile up (harvested crop)",dud+u+nd+e
DonnoSo,"make large pile of, pile up (harvested crop)",yuy+u+pɛg+ɛ
JamsayDouentza,"make large pile of, pile up (harvested crop)",tɛɛr+ɛ+pɛg+ɛ
Mombo,"make large pile of, pile up (harvested crop)",kand+y+e+e
BonduSoNajamba,"make large pile of, pile up (harvested crop)",tɛɛnt+ɛn+ɛ
Nanga,"make large pile of, pile up (harvested crop)",tɛr+ɛ+tɛr+i
PergeTegu,"make large pile of, pile up (harvested crop)",tɛt+ɛɛ+rɛt+ɛɛrɛ
TebulUre,"make large pile of, pile up (harvested crop)",bel+tiy+aatɛ+ɛ
TogoKan,"make large pile of, pile up (harvested crop)",tɛɛk+un
TommoSoTongoTongo,"make large pile of, pile up (harvested crop)",tuy+ɔ+kan+a
TommoSoTongoTongo,"make large pile of, pile up (harvested crop)",tuy+ɔ+tuy+ɔ
TommoSoTongoTongo,"make large pile of, pile up (harvested crop)",tiyⁿ+ɛ
TomoKanSegue,"make large pile of, pile up (harvested crop)",kar+u+kul+o
ToroTegu,"make large pile of, pile up (harvested crop)",pɛg+a
YandaDom,"make large pile of, pile up (harvested crop)",tel+a+sa+a
YornoSo,"make large pile of, pile up (harvested crop)",tɛl+ɛ
BankanTey,vegetable garden,sar+diŋe
BenTey,vegetable garden,sar+diŋɛ
DogulDomKundialang,vegetable garden,zar+diŋɛ
DonnoSo,vegetable garden,sada
JamsayDouentza,vegetable garden,sar+diŋe
Mombo,vegetable garden,saadi+ɲee
BonduSoNajamba,vegetable garden,sadi+ŋɛ
BonduSoNajamba,vegetable garden,bɔrɔɔ
Nanga,vegetable garden,zar+diŋe
PergeTegu,vegetable garden,sad+diŋe
TogoKan,vegetable garden,sadi+ŋɛ
TomoKanSegue,vegetable garden,kele+golo
TomoKanSegue,vegetable garden,ʒardae+ⁿ
ToroTegu,vegetable garden,sad+dɛŋɛ
YandaDom,vegetable garden,ɔnɔ
YandaDom,vegetable garden,sati+ŋe
YornoSo,vegetable garden,sadi+ŋɛ
YornoSo,vegetable garden,taba+gono
BankanTey,calabash (general term),kɔsu+su
BenTey,calabash (general term),kɔsu+su
Bunoge,calabash (general term),dɔɔni
DogulDomBendiely,calabash (general term),kun+nɔ
DogulDomKundialang,calabash (general term),kun+nɔ
DonnoSo,calabash (general term),kodu
JamsayGourou,calabash (general term),kasu
JamsayDouentza,calabash (general term),kaju
JamsayMondoro,calabash (general term),kaju
Mombo,calabash (general term),kɔbɛ
BonduSoNajamba,calabash (general term),kɔri+yɔ
Nanga,calabash (general term),kɔsi
Penange,calabash (general term),kuku+mnɛ
PergeTegu,calabash (general term),kasu
TebulUre,calabash (general term),u+ndu+go
TiranigeBoui,calabash (general term),kunɛ
TiranigeNingo,calabash (general term),kumi+yɛ
TogoKan,calabash (general term),kaju
TommoSoTongoTongo,calabash (general term),kɔrɔ
TomoKanSegue,calabash (general term),kwɛ+y
ToroTegu,calabash (general term),kasu
YandaDom,calabash (general term),kɔdɔ
YornoSo,calabash (general term),kɔrɔ
BankanTey,"gourd (no neck, small hole, for carrying water or sprinkling)",kɔsu+tɔɔrⁿɔ
BankanTey,"gourd (no neck, small hole, for carrying water or sprinkling)",tawa+tɔɔrⁿɔ
BenTey,"gourd (no neck, small hole, for carrying water or sprinkling)",dudu+duru
DogulDomKundialang,"gourd (no neck, small hole, for carrying water or sprinkling)",kɛm+mɛ
DonnoSo,"gourd (no neck, small hole, for carrying water or sprinkling)",kɛm+mɛ
JamsayGourou,"gourd (no neck, small hole, for carrying water or sprinkling)",dudu+ru
JamsayDouentza,"gourd (no neck, small hole, for carrying water or sprinkling)",dudu+duru
Mombo,"gourd (no neck, small hole, for carrying water or sprinkling)",doole
BonduSoNajamba,"gourd (no neck, small hole, for carrying water or sprinkling)",kɔri+yɔto+ndoo
Nanga,"gourd (no neck, small hole, for carrying water or sprinkling)",togo+ro
Nanga,"gourd (no neck, small hole, for carrying water or sprinkling)",togo+ro
PergeTegu,"gourd (no neck, small hole, for carrying water or sprinkling)",dudu+duru
TebulUre,"gourd (no neck, small hole, for carrying water or sprinkling)",go+goo
Tiranige,"gourd (no neck, small hole, for carrying water or sprinkling)",doole
TommoSoTongoTongo,"gourd (no neck, small hole, for carrying water or sprinkling)",taba+diiku+ndu
ToroTegu,"gourd (no neck, small hole, for carrying water or sprinkling)",kasu+toŋo
YandaDom,"gourd (no neck, small hole, for carrying water or sprinkling)",cɛ+mɛ
YornoSo,"gourd (no neck, small hole, for carrying water or sprinkling)",kɛ+mɛ
BankanTey,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",njɛgo+ndo
BankanTey,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",njɛtɛ+ŋgɛɛ
BenTey,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",injɛ+koro
JamsayGourou,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",isuko+ro
JamsayDouentza,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",ijiko+ro
Nanga,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",nɛrⁿi+go+ndo
PergeTegu,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",isuko+ro
TogoKan,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",isiko+ro
TommoSoTongoTongo,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",gɛgɛ+m+mɛ
ToroTegu,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",nen+neese
YornoSo,"bowl, pan, trough, or concave waterjar shard where one puts water or food for a dog",gigɛ+mɛ
BankanTey,"trough (of wood or metal, for drinking or to beat as a drum)",go+ndo
BenTey,"trough (of wood or metal, for drinking or to beat as a drum)",koro
Bunoge,"trough (of wood or metal, for drinking or to beat as a drum)",ʔaga+laawo
DogulDomBendiely,"trough (of wood or metal, for drinking or to beat as a drum)",koro
DogulDomKundialang,"trough (of wood or metal, for drinking or to beat as a drum)",koro
DonnoSo,"trough (of wood or metal, for drinking or to beat as a drum)",koro
DonnoSo,"trough (of wood or metal, for drinking or to beat as a drum)",korii
JamsayGourou,"trough (of wood or metal, for drinking or to beat as a drum)",koro
JamsayDouentza,"trough (of wood or metal, for drinking or to beat as a drum)",koro
Mombo,"trough (of wood or metal, for drinking or to beat as a drum)",to+ŋgo+lo
BonduSoNajamba,"trough (of wood or metal, for drinking or to beat as a drum)",go+ndu
Nanga,"trough (of wood or metal, for drinking or to beat as a drum)",go+ndo
Penange,"trough (of wood or metal, for drinking or to beat as a drum)",to+ŋgo+lo
PergeTegu,"trough (of wood or metal, for drinking or to beat as a drum)",koro
TebulUre,"trough (of wood or metal, for drinking or to beat as a drum)",koro
TogoKan,"trough (of wood or metal, for drinking or to beat as a drum)",koro
TommoSoTongoTongo,"trough (of wood or metal, for drinking or to beat as a drum)",kolo+ndo
TomoKanSegue,"trough (of wood or metal, for drinking or to beat as a drum)",koro
ToroTegu,"trough (of wood or metal, for drinking or to beat as a drum)",para
YandaDom,"trough (of wood or metal, for drinking or to beat as a drum)",koro
YornoSo,"trough (of wood or metal, for drinking or to beat as a drum)",koro
BankanTey,modern cooking pot (e.g. ceramic or iron),bar+ma
BenTey,modern cooking pot (e.g. ceramic or iron),bar+ma
Bunoge,modern cooking pot (e.g. ceramic or iron),bar+ma
DogulDomKundialang,modern cooking pot (e.g. ceramic or iron),bar+mɛ
DonnoSo,modern cooking pot (e.g. ceramic or iron),bar+ma
JamsayDouentza,modern cooking pot (e.g. ceramic or iron),bar+ma
Mombo,modern cooking pot (e.g. ceramic or iron),baru+ma
BonduSoNajamba,modern cooking pot (e.g. ceramic or iron),bar+ma
Nanga,modern cooking pot (e.g. ceramic or iron),bar+ma
Penange,modern cooking pot (e.g. ceramic or iron),bar+ma
Penange,modern cooking pot (e.g. ceramic or iron),ɛjɛ
PergeTegu,modern cooking pot (e.g. ceramic or iron),bar+mɛ
TebulUre,modern cooking pot (e.g. ceramic or iron),bar+ma
Tiranige,modern cooking pot (e.g. ceramic or iron),bara+ma
Tiranige,modern cooking pot (e.g. ceramic or iron),bar+ma
TogoKan,modern cooking pot (e.g. ceramic or iron),barⁿu+wⁿa
TommoSoTongoTongo,modern cooking pot (e.g. ceramic or iron),bar+ma
TomoKanSegue,modern cooking pot (e.g. ceramic or iron),ʔina+jɛy+ⁿ
TomoKanSegue,modern cooking pot (e.g. ceramic or iron),bara+ma
ToroTegu,modern cooking pot (e.g. ceramic or iron),bar+ma
YandaDom,modern cooking pot (e.g. ceramic or iron),bar+ma
YornoSo,modern cooking pot (e.g. ceramic or iron),bar+ma
BenTey,"basket made with branches used to filter fruit juices (tamarind, wild grape)",sege+re
JamsayDouentza,"basket made with branches used to filter fruit juices (tamarind, wild grape)",sise+gii+ⁿ
Mombo,"basket made with branches used to filter fruit juices (tamarind, wild grape)",sɛ+gi
Nanga,"basket made with branches used to filter fruit juices (tamarind, wild grape)",omoro+tɛsi
TommoSoTongoTongo,"basket made with branches used to filter fruit juices (tamarind, wild grape)",si+ŋgi+liy
BenTey,"glass (material, e.g. bottle or window)",wɛɛru
DogulDomKundialang,"glass (material, e.g. bottle or window)",wɛɛr
DonnoSo,"glass (material, e.g. bottle or window)",wɛɛru
JamsayDouentza,"glass (material, e.g. bottle or window)",vit+ru
BonduSoNajamba,"glass (material, e.g. bottle or window)",bute+l+ŋgo
Nanga,"glass (material, e.g. bottle or window)",wɛɛri
PergeTegu,"glass (material, e.g. bottle or window)",wɛɛru
Tiranige,"glass (material, e.g. bottle or window)",wɛɛri
TogoKan,"glass (material, e.g. bottle or window)",wɛɛru
TommoSoTongoTongo,"glass (material, e.g. bottle or window)",wɛɛru
ToroTegu,"glass (material, e.g. bottle or window)",di+gi
YornoSo,"glass (material, e.g. bottle or window)",wɛɛr
BankanTey,spoon,kuyɛɛ+r
BenTey,spoon,sɔkɔ+lɛ
DogulDomKundialang,spoon,kiyɛɛ+r
DonnoSo,spoon,kuwɛɛ+ru
JamsayDouentza,spoon,sɔkɔ+llɔ
Mombo,spoon,kuwɛ+ri
BonduSoNajamba,spoon,gɔn+jɔrɔɔ
BonduSoNajamba,spoon,gɔn+jɔrɔɔ
Nanga,spoon,kiwɛ+r
Nanga,spoon,kiwɛ+ri
PergeTegu,spoon,sɔkɔ+lɛ
TebulUre,spoon,kuwɛ+ru
Tiranige,spoon,kuyɛɛ+ri
TogoKan,spoon,kuwɛɛ+ru
TommoSoTongoTongo,spoon,kuwɛ+r
TommoSoTongoTongo,spoon,gɔn+jɔrɔy
ToroTegu,spoon,sɔgɔ+lɔ
ToroTegu,spoon,giru+bal
YandaDom,spoon,kuyɛ+ru
YornoSo,spoon,gugo+niy+ⁿ
BankanTey,(liquid) drip (one drop at a time),tek+e
BenTey,(liquid) drip (one drop at a time),teg+e
Bunoge,(liquid) drip (one drop at a time),tɛg+ɛ
DogulDomBendiely,(liquid) drip (one drop at a time),ten+e
DogulDomKundialang,(liquid) drip (one drop at a time),ten+e
DonnoSo,(liquid) drip (one drop at a time),tel+e
JamsayGourou,(liquid) drip (one drop at a time),som+o
JamsayDouentza,(liquid) drip (one drop at a time),lem+lemb+aɣ+a
Mombo,(liquid) drip (one drop at a time),sol+e
BonduSoNajamba,(liquid) drip (one drop at a time),teg+i
Nanga,(liquid) drip (one drop at a time),teg+e
Penange,(liquid) drip (one drop at a time),deg+e
PergeTegu,(liquid) drip (one drop at a time),teg+e
TebulUre,(liquid) drip (one drop at a time),teg+e
Tiranige,(liquid) drip (one drop at a time),deg+o
Tiranige,(liquid) drip (one drop at a time),deg+u+deg+ukan+u
TogoKan,(liquid) drip (one drop at a time),lew+e
TogoKan,(liquid) drip (one drop at a time),sor+o
TommoSoTongoTongo,(liquid) drip (one drop at a time),teg+e
ToroTegu,(liquid) drip (one drop at a time),lek+u+ro
YandaDom,(liquid) drip (one drop at a time),teg+e
YandaDom,(liquid) drip (one drop at a time),somb+o
YornoSo,(liquid) drip (one drop at a time),teg+e
BankanTey,"(water) splash, spray (e.g. at a waterfall)",pis+e
BenTey,"(water) splash, spray (e.g. at a waterfall)",pin+je
DonnoSo,"(water) splash, spray (e.g. at a waterfall)",pin+je+e
JamsayDouentza,"(water) splash, spray (e.g. at a waterfall)",piɲ+e
Mombo,"(water) splash, spray (e.g. at a waterfall)",pil+ye+e
BonduSoNajamba,"(water) splash, spray (e.g. at a waterfall)",duj+e
Nanga,"(water) splash, spray (e.g. at a waterfall)",pin+je
PergeTegu,"(water) splash, spray (e.g. at a waterfall)",pin+je
TebulUre,"(water) splash, spray (e.g. at a waterfall)",somb+o
TogoKan,"(water) splash, spray (e.g. at a waterfall)",woy+o
TommoSoTongoTongo,"(water) splash, spray (e.g. at a waterfall)",pin+jiy+e
ToroTegu,"(water) splash, spray (e.g. at a waterfall)",pis+o
YandaDom,"(water) splash, spray (e.g. at a waterfall)",pin+ziy+e
YornoSo,"(water) splash, spray (e.g. at a waterfall)",piɲɛ+ɛ
BankanTey,"froth, foam (on tea)",kuku+kuru
BenTey,"froth, foam (on tea)",yugu+rɔ
Bunoge,"froth, foam (on tea)",pula
DogulDomBendiely,"froth, foam (on tea)",yubu+lɔ
DogulDomKundialang,"froth, foam (on tea)",yub+lɔ
DogulDomKundialang,"froth, foam (on tea)",kaŋa
DonnoSo,"froth, foam (on tea)",yubɔ+lɔ
JamsayGourou,"froth, foam (on tea)",putɔ
JamsayDouentza,"froth, foam (on tea)",putɔ
Mombo,"froth, foam (on tea)",pulɔ
BonduSoNajamba,"froth, foam (on tea)",bujɛ+bujɛ+ŋgo
Nanga,"froth, foam (on tea)",musi
Nanga,"froth, foam (on tea)",yugu+rapu+da
Penange,"froth, foam (on tea)",pula
PergeTegu,"froth, foam (on tea)",yɔgɔ+rɔpu+tɔ
TebulUre,"froth, foam (on tea)",yub+da
Tiranige,"froth, foam (on tea)",pula
TogoKan,"froth, foam (on tea)",yugɔ+rɔ
TommoSoTongoTongo,"froth, foam (on tea)",yubu+dɔ
TomoKanSegue,"froth, foam (on tea)",yubɛ+rɛ
ToroTegu,"froth, foam (on tea)",kugi+y
YandaDom,"froth, foam (on tea)",buɲa
YornoSo,"froth, foam (on tea)",yugɔ+rɔ
BankanTey,"boil (liquid), bring to a boil",ɔwiim+i
BankanTey,"boil (liquid), bring to a boil",sir+i
BenTey,"boil (liquid), bring to a boil",uyow+u
JamsayDouentza,"boil (liquid), bring to a boil",ɔɣɔr+ɔ
JamsayDouentza,"boil (liquid), bring to a boil",wayⁿawⁿ+a
Mombo,"boil (liquid), bring to a boil",w+ⁿaaw+ⁿami
BonduSoNajamba,"boil (liquid), bring to a boil",way+a+me
Nanga,"boil (liquid), bring to a boil",ɔgiy+ɛ+mi
Nanga,"boil (liquid), bring to a boil",uyom+i
PergeTegu,"boil (liquid), bring to a boil",gun+u+yⁿowⁿ+o
PergeTegu,"boil (liquid), bring to a boil",gun+i+yⁿiwⁿ+e
TebulUre,"boil (liquid), bring to a boil",bil+e+m
Tiranige,"boil (liquid), bring to a boil",puw+i+yam+u
Tiranige,"boil (liquid), bring to a boil",num+i+yam+u
TogoKan,"boil (liquid), bring to a boil",wooŋ+o+m
TommoSoTongoTongo,"boil (liquid), bring to a boil",waŋ+a+nd+a
TommoSoTongoTongo,"boil (liquid), bring to a boil",waaŋ+i+yɛm+ɔ
YandaDom,"boil (liquid), bring to a boil",zub+i+yɛm+ɛ
YornoSo,"boil (liquid), bring to a boil",jaan+a
YornoSo,"boil (liquid), bring to a boil",waaŋ+ɛɛ+mɔ
Ampari,"stone, rock",kini
BankanTey,"stone, rock",kurⁿo
BenTey,"stone, rock",kurⁿu
Bunoge,"stone, rock",kini
DogulDomBendiely,"stone, rock",kinu
DogulDomKundialang,"stone, rock",kinu+ŋ
DonnoSo,"stone, rock",tibu
JamsayGourou,"stone, rock",tu+mo
JamsayDouentza,"stone, rock",tu+mo
JamsayMondoro,"stone, rock",tu+mo
Mombo,"stone, rock",kin+ni
BonduSoNajamba,"stone, rock",kinu+nu
Nanga,"stone, rock",kurⁿo
Nanga,"stone, rock",kurⁿɔ
Penange,"stone, rock",kini
Penange,"stone, rock",kin+wee
PergeTegu,"stone, rock",tuwo
TebulUre,"stone, rock",cin
Tiranige,"stone, rock",cee+mbe
TogoKan,"stone, rock",tuwo
TommoSoTongoTongo,"stone, rock",du+mbɔ
TommoSoTongoTongo,"stone, rock",tibe
ToroTegu,"stone, rock",tuwo
YandaDom,"stone, rock",cin
YornoSo,"stone, rock",tibu
YornoSo,"stone, rock",du+mɔ
BankanTey,"soil, dirt, earth (substance)",su+mba+y
BenTey,"soil, dirt, earth (substance)",sumo+y
DogulDomBendiely,"soil, dirt, earth (substance)",soon+no
DogulDomKundialang,"soil, dirt, earth (substance)",sɔn+nɔ
DonnoSo,"soil, dirt, earth (substance)",tay
JamsayDouentza,"soil, dirt, earth (substance)",ujuba+y
Mombo,"soil, dirt, earth (substance)",soy
BonduSoNajamba,"soil, dirt, earth (substance)",sona+ŋgo
Nanga,"soil, dirt, earth (substance)",sɔɔ+mbɔ
PergeTegu,"soil, dirt, earth (substance)",usuba+y
TebulUre,"soil, dirt, earth (substance)",jinaa
Tiranige,"soil, dirt, earth (substance)",ta+gu
TogoKan,"soil, dirt, earth (substance)",osoro
TommoSoTongoTongo,"soil, dirt, earth (substance)",min+nɛ
ToroTegu,"soil, dirt, earth (substance)",iso
YandaDom,"soil, dirt, earth (substance)",dɔy
YornoSo,"soil, dirt, earth (substance)",ijiba+y
BankanTey,mud,pɔpɔ+tu
BenTey,mud,pupɔ+tu
BenTey,mud,pipɔ+tu
DogulDomKundialang,mud,pɔ+ndu
DonnoSo,mud,pɔ+ndu
JamsayGourou,mud,pipɔ+tu
JamsayDouentza,mud,pipɔ+tu
JamsayMondoro,mud,pɔtu
Mombo,mud,miite+re
BonduSoNajamba,mud,pɔtɔ+pɔtɛ+ŋgo
Nanga,mud,pɔpɔ+ti
Penange,mud,ɔgɔlɔ
PergeTegu,mud,pɔpɔ+tu
TebulUre,mud,pɔ+ndɔ
Tiranige,mud,ɔ+gɔ
TogoKan,mud,lɔgɔ+gɛ+ⁿ
TogoKan,mud,lɔ+gɔ
TommoSoTongoTongo,mud,pɔ+ndu
ToroTegu,mud,pɔtɔ+pɔtɔ
YandaDom,mud,pɔpɔ+du
YornoSo,mud,pɔnu
YornoSo,mud,pɔnɔ
Ampari,"sand, sandy soil",soobu+gare
BankanTey,"sand, sandy soil",su+mba+y+bubu+ru
BenTey,"sand, sandy soil",sumo+ysoo
Bunoge,"sand, sandy soil",soon+ja
DogulDomBendiely,"sand, sandy soil",soon+noisi+lɛ
DogulDomKundialang,"sand, sandy soil",sɔn+nɔisi+le
DonnoSo,"sand, sandy soil",sɔlɔ+m+mɔ
JamsayGourou,"sand, sandy soil",sisɔ+m
JamsayDouentza,"sand, sandy soil",sisɔ+m
JamsayDouentza,"sand, sandy soil",susɔ+m
JamsayMondoro,"sand, sandy soil",sisɔ+m
Mombo,"sand, sandy soil",soy+nda
BonduSoNajamba,"sand, sandy soil",sɔⁿnɛ+ndɛ
Nanga,"sand, sandy soil",sɔɔ+mbɔ+sɛɛ+rⁿɛ
Nanga,"sand, sandy soil",sɛɛrⁿɛ
Penange,"sand, sandy soil",soy+nda
PergeTegu,"sand, sandy soil",susu+m
TebulUre,"sand, sandy soil",sɔl+mɔ
Tiranige,"sand, sandy soil",siyɔ+w+ⁿ
TogoKan,"sand, sandy soil",sɔⁿsɔ+nɔ
TommoSoTongoTongo,"sand, sandy soil",sɔlu+mɔ
ToroTegu,"sand, sandy soil",isosu+mey
YandaDom,"sand, sandy soil",sɔn+zɔ+m
YornoSo,"sand, sandy soil",suso+m
BankanTey,clay,ley
BenTey,clay,atay
DogulDomKundialang,clay,tara
DonnoSo,clay,ya+gu
JamsayDouentza,clay,atay
Mombo,clay,ɔgɔno+golo
BonduSoNajamba,clay,njaamu+goo
Nanga,clay,legi+pɔ+ndi
PergeTegu,clay,kat+tal
TebulUre,clay,le+gu
Tiranige,clay,bɛrɛ
TogoKan,clay,tarao+soro
TogoKan,clay,tara
TommoSoTongoTongo,clay,unju+m
ToroTegu,clay,lɔgu+monu
YandaDom,clay,atay
YandaDom,clay,pɔ+ndɔ
YornoSo,clay,la+gu
BankanTey,dust,kɔkɔ+rɔy
BenTey,dust,kukɔ+rɔy
Bunoge,dust,kulɛ+ŋku+lɛ
DogulDomBendiely,dust,ugte+le
DogulDomKundialang,dust,ugte+le
DonnoSo,dust,pur+guŋ
JamsayGourou,dust,kɔŋɔ
JamsayDouentza,dust,kɔŋɔ
JamsayMondoro,dust,kɔŋɔ
Mombo,dust,ku+nda+le
BonduSoNajamba,dust,kulɛ+kulɛ+ŋgo
Nanga,dust,kɔ+ŋgɔ
Penange,dust,ku+nda+le
PergeTegu,dust,kɔ+ŋgɔ
PergeTegu,dust,ku+ŋgɔ
TebulUre,dust,kɔ+ŋgu
